incident_id,kind,cik,startdt,enddt,query,url,hits_total,hit_ids
TBD-24,SPECIFIC,1326801,2022-11-17,2023-11-17,"""Galactica""",https://efts.sec.gov/LATEST/search-index?q=%22Galactica%22&forms=8-K%2C10-K%2C10-Q&ciks=0001326801&dateRange=custom&startdt=2022-11-17&enddt=2023-11-17,,
TBD-24,GENERIC,1326801,2022-11-17,2023-11-17,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001326801&dateRange=custom&startdt=2022-11-17&enddt=2023-11-17,,
TBD-25,SPECIFIC,1564408,2023-08-15,2024-08-15,"""My AI""",https://efts.sec.gov/LATEST/search-index?q=%22My%20AI%22&forms=8-K%2C10-K%2C10-Q&ciks=0001564408&dateRange=custom&startdt=2023-08-15&enddt=2024-08-15,,
TBD-25,SPECIFIC,1564408,2023-08-15,2024-08-15,"""chatbot""",https://efts.sec.gov/LATEST/search-index?q=%22chatbot%22&forms=8-K%2C10-K%2C10-Q&ciks=0001564408&dateRange=custom&startdt=2023-08-15&enddt=2024-08-15,,
TBD-25,GENERIC,1564408,2023-08-15,2024-08-15,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001564408&dateRange=custom&startdt=2023-08-15&enddt=2024-08-15,,
TBD-26,SPECIFIC,1018724,2021-12-28,2022-12-28,"""Alexa""",https://efts.sec.gov/LATEST/search-index?q=%22Alexa%22&forms=8-K%2C10-K%2C10-Q&ciks=0001018724&dateRange=custom&startdt=2021-12-28&enddt=2022-12-28,,
TBD-26,SPECIFIC,1018724,2021-12-28,2022-12-28,"""voice assistant""",https://efts.sec.gov/LATEST/search-index?q=%22voice%20assistant%22&forms=8-K%2C10-K%2C10-Q&ciks=0001018724&dateRange=custom&startdt=2021-12-28&enddt=2022-12-28,,
TBD-26,GENERIC,1018724,2021-12-28,2022-12-28,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001018724&dateRange=custom&startdt=2021-12-28&enddt=2022-12-28,,
TBD-27,SPECIFIC,1326801,2022-08-05,2023-08-05,"""BlenderBot""",https://efts.sec.gov/LATEST/search-index?q=%22BlenderBot%22&forms=8-K%2C10-K%2C10-Q&ciks=0001326801&dateRange=custom&startdt=2022-08-05&enddt=2023-08-05,,
TBD-27,SPECIFIC,1326801,2022-08-05,2023-08-05,"""chatbot""",https://efts.sec.gov/LATEST/search-index?q=%22chatbot%22&forms=8-K%2C10-K%2C10-Q&ciks=0001326801&dateRange=custom&startdt=2022-08-05&enddt=2023-08-05,,
TBD-27,GENERIC,1326801,2022-08-05,2023-08-05,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001326801&dateRange=custom&startdt=2022-08-05&enddt=2023-08-05,,
TBD-28,SPECIFIC,1318605,2023-04-06,2024-04-06,"""camera""",https://efts.sec.gov/LATEST/search-index?q=%22camera%22&forms=8-K%2C10-K%2C10-Q&ciks=0001318605&dateRange=custom&startdt=2023-04-06&enddt=2024-04-06,,
TBD-28,SPECIFIC,1318605,2023-04-06,2024-04-06,"""privacy""",https://efts.sec.gov/LATEST/search-index?q=%22privacy%22&forms=8-K%2C10-K%2C10-Q&ciks=0001318605&dateRange=custom&startdt=2023-04-06&enddt=2024-04-06,,
TBD-28,SPECIFIC,1318605,2023-04-06,2024-04-06,"""footage""",https://efts.sec.gov/LATEST/search-index?q=%22footage%22&forms=8-K%2C10-K%2C10-Q&ciks=0001318605&dateRange=custom&startdt=2023-04-06&enddt=2024-04-06,,
TBD-28,GENERIC,1318605,2023-04-06,2024-04-06,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001318605&dateRange=custom&startdt=2023-04-06&enddt=2024-04-06,,
TBD-29,SPECIFIC,1652044,2019-09-04,2020-09-04,"""COPPA""",https://efts.sec.gov/LATEST/search-index?q=%22COPPA%22&forms=8-K%2C10-K%2C10-Q&ciks=0001652044&dateRange=custom&startdt=2019-09-04&enddt=2020-09-04,,
TBD-29,SPECIFIC,1652044,2019-09-04,2020-09-04,"""children""",https://efts.sec.gov/LATEST/search-index?q=%22children%22&forms=8-K%2C10-K%2C10-Q&ciks=0001652044&dateRange=custom&startdt=2019-09-04&enddt=2020-09-04,,
TBD-29,SPECIFIC,1652044,2019-09-04,2020-09-04,"""YouTube""",https://efts.sec.gov/LATEST/search-index?q=%22YouTube%22&forms=8-K%2C10-K%2C10-Q&ciks=0001652044&dateRange=custom&startdt=2019-09-04&enddt=2020-09-04,,
TBD-29,GENERIC,1652044,2019-09-04,2020-09-04,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0001652044&dateRange=custom&startdt=2019-09-04&enddt=2020-09-04,,
TBD-30,SPECIFIC,789019,2022-11-03,2023-11-03,"""Copilot""",https://efts.sec.gov/LATEST/search-index?q=%22Copilot%22&forms=8-K%2C10-K%2C10-Q&ciks=0000789019&dateRange=custom&startdt=2022-11-03&enddt=2023-11-03,,
TBD-30,SPECIFIC,789019,2022-11-03,2023-11-03,"""open source""",https://efts.sec.gov/LATEST/search-index?q=%22open%20source%22&forms=8-K%2C10-K%2C10-Q&ciks=0000789019&dateRange=custom&startdt=2022-11-03&enddt=2023-11-03,,
TBD-30,SPECIFIC,789019,2022-11-03,2023-11-03,"""litigation""",https://efts.sec.gov/LATEST/search-index?q=%22litigation%22&forms=8-K%2C10-K%2C10-Q&ciks=0000789019&dateRange=custom&startdt=2022-11-03&enddt=2023-11-03,,
TBD-30,GENERIC,789019,2022-11-03,2023-11-03,"""artificial intelligence"" OR ""machine learning"" OR ""algorithm"" OR ""automated decision"" OR ""AI system"" OR ""model risk""",https://efts.sec.gov/LATEST/search-index?q=%22artificial%20intelligence%22%20OR%20%22machine%20learning%22%20OR%20%22algorithm%22%20OR%20%22automated%20decision%22%20OR%20%22AI%20system%22%20OR%20%22model%20risk%22&forms=8-K%2C10-K%2C10-Q&ciks=0000789019&dateRange=custom&startdt=2022-11-03&enddt=2023-11-03,,
